84,部,0.002082985,0.385919542,bu4,"ministry/department/section/part/division/troops/board/(a measure word)/(a measure word for works of literature, films, machines, etc.)"
85,其,0.002082789,0.388002331,qi2,his/her/its/theirs/that/such/it (refers to sth preceding it)
86,些,0.002069869,0.3900722,xie1,some/few/several/(a measure word)
87,主,0.002065554,0.392137754,zhu3,to own/to host/master/lord/primary
88,样,0.002057575,0.394195329,yang4,manner/pattern/way/appearance/shape
89,理,0.002057254,0.396252583,li3,reason/logic/science/inner principle or structure
90,心,0.002026976,0.398279559,xin1,heart/mind
91,她,0.002008289,0.400287848,ta1,she
92,本,0.002005736,0.402293584,ben3,roots or stems of plants/origin/source/this/the current/root/foundation/basis/(a measure word)
93,前,0.001971179,0.404264763,qian2,before/in front/ago/former/previous/earlier/front
94,开,0.001948342,0.406213105,kai1,open/operate (vehicle)/start
95,但,0.001935148,0.408148254,dan4,but/yet/however/only/merely/still
96,因,0.001920436,0.410068689,yin1,cause/reason/because
97,只,0.00191241,0.411981099,qi2/zhi1/zhi3,"earth-spirit/peace, (a measure word, for birds and some animals, etc.)/single/only, M for one of a pair, only/merely/just/but, but/only"
98,从,0.001911888,0.413892987,cong1/cong2/zong4,"lax/yielding/unhurried, from/obey/observe/follow, second cousin"
99,想,0.001906002,0.415798989,xiang3,to think/to believe/to suppose/to wish/to want/to miss
100,实,0.001904322,0.417703311,shi2,real/true/honest/really/solid
101,日,0.001879873,0.419583184,ri4,Japan/day/sun/date/day of the month
102,军,0.00187348,0.421456665,37043,army/military/arms
103,者,0.00186546,0.423322125,zhe3,"-ist, -er (person)/person (who does sth)"
104,意,0.001861625,0.42518375,yi4,idea/meaning/wish/desire/(abbr.) Italy
105,无,0.001856628,0.427040378,wu2,-less/not to have/no/none/not/to lack/un-
106,力,0.001855961,0.42889634,li4,power/force/strength
107,它,0.001788971,0.43068531,ta1,it
108,与,0.001785658,0.432470968,yu2/yu3/yu4,"(interrog. part.), and/to give/together with, take part in"
109,长,0.00176817,0.434239138,chang2/zhang3,"length/long/forever/always/constantly, chief/head/elder/to grow/to develop"
110,把,0.001760842,0.43599998,ba3/ba4,"(a measure word)/(marker for direct-object)/to hold/to contain/to grasp/to take hold of, handle"
111,机,0.001756155,0.437756135,ji1,machine/opportunity/secret
112,十,0.001751664,0.439507799,shi2,ten/10
113,民,0.001735344,0.441243143,min2,the people/nationality/citizen
114,第,0.001683583,0.442926725,di4,"(prefix before a number, for ordering numbers, e.g. ""first"", ""number two"", etc)"
115,公,0.001646612,0.444573337,gong1,just/honorable (designation)/public/common
116,此,0.001646136,0.446219473,ci3,this/these
117,已,0.001644116,0.447863589,yi3,already/to stop/then/afterwards
118,工,0.001640958,0.449504547,gong1,work/worker/skill/profession/trade/craft/labor
119,使,0.001634452,0.451138999,shi3,to make/to cause/to enable/to use/to employ/messenger
120,情,0.001617021,0.45275602,qing2,feeling/emotion/passion/situation
121,明,0.001601378,0.454357397,ming2,clear/bright/to understand/next/the Ming dynasty
122,性,0.001601228,0.455958625,xing4,sex/nature/surname/suffix corresponding to -ness or -ity
123,知,0.001583347,0.457541972,zhi1,to know/to be aware
124,全,0.001577476,0.459119448,quan2,all/whole/entire/every/complete
125,三,0.001572432,0.460691881,san1,three/3
126,又,0.001565513,0.462257394,you4,(once) again/also/both... and.../again
127,关,0.001563136,0.463820529,guan1,(surname)/mountain pass/to close/to shut/to turn off/to concern/to involve
128,点,0.00155449,0.465375019,dian3,(downwards-right convex character stroke)/o'clock/(a measure word)/point/dot/(decimal) point)
129,正,0.00153387,0.466908889,zheng1/zheng4,"Chinese 1st month of year, just (right)/main/upright/straight/correct/principle"
130,业,0.001530557,0.468439446,ye4,business/occupation/study
131,外,0.001527849,0.469967295,wai4,outside/in addition/foreign/external
132,将,0.001527545,0.47149484,jiang1/jiang4,"(will, shall, ""future tense"")/ready/prepared/to get/to use, a general"
133,两,0.001522449,0.473017289,liang3,both/two/ounce/some/a few/tael
134,高,0.001516981,0.47453427,gao1,high/tall
135,间,0.001510186,0.476044456,jian1/jian4,"between/among/space/(measure word), interstice/separate"
136,由,0.001510041,0.477554497,you2,follow/from/it is for...to/reason/cause/because of/due to/by/to/to leave it (to sb)
137,问,0.001489566,0.479044063,wen4,to ask
138,很,0.001468972,0.480513035,hen3,very/extremely
139,最,0.001466063,0.481979098,zui4,(the) most/-est
140,重,0.001461691,0.483440788,chong2/zhong4,"to double/to repeat/repetition/iteration/again/a layer, heavy/serious"
141,并,0.00145535,0.484896138,bing4,"and/furthermore/(not) at all/simultaneously/also/together with/to combine/to join/to merge, amalgamate/combine, and/also/together with"
142,物,0.001452921,0.486349059,wu4,thing/object/matter
143,手,0.001449283,0.487798341,shou3,hand/convenient
144,应,0.001448983,0.489247324,ying1/ying4,"ought, (surname)/to answer/to respond"
145,战,0.001440673,0.490687997,zhan4,to fight/fight/war/battle
146,向,0.001431422,0.492119419,xiang4,"direction/part/side/towards/to/guide/opposite to, guide/opposite to"
147,头,0.001420699,0.493540119,tou2/tou,"head, suff. for nouns"
148,文,0.001417139,0.494957257,wen2,language/culture/writing/formal/literary
149,体,0.001414916,0.496372174,ti3,body/form/style/system
150,政,0.001394689,0.497766863,zheng4,political/politics/government
151,美,0.001392488,0.499159351,mei3,America/beautiful
152,相,0.001390798,0.500550149,xiang1/xiang4,"each other/one another/mutually, appearance/portrait/picture"
153,见,0.001390565,0.501940714,jian4/xian4,"to see/to meet/to appear (to be sth)/to interview, appear"
154,被,0.001389661,0.503330375,bei4,by (marker for passive-voice sentences or clauses)/quilt/blanket/to cover/to wear
155,利,0.001389186,0.504719561,li4,advantage/benefit/profit/sharp
156,什,0.001384307,0.506103868,shen2/shi2,"what, tenth (used in fractions)"
157,二,0.001382431,0.507486299,er4,two/2
158,等,0.001376178,0.508862477,deng3,class/rank/grade/equal to/same as/wait for/await/et cetera/and so on
159,产,0.001370328,0.510232806,chan3,to reproduce/to produce/give birth/products/produce/resources/estate/property
160,或,0.001347703,0.511580509,huo4,maybe/perhaps/might/possibly/or
161,新,0.001312226,0.512892735,xin1,meso- (chem.)/new/newly
162,己,0.001296583,0.514189318,ji3,6th heavenly stem/self
163,制,0.001295859,0.515485177,zhi4,"system/to make/to manufacture/to control/to regulate, manufacture"
164,身,0.001290542,0.516775719,shen1,body/torso/person/life/status/pregnancy/(a measure word used for clothes) suit
165,果,0.001275586,0.518051305,guo3,fruit/result
166,加,0.001259137,0.519310441,jia1,to add/plus
167,西,0.001258987,0.520569428,xi1,west
168,斯,0.001244935,0.521814364,si1,(phonetic)/this
169,月,0.001243209,0.523057573,yue4,moon/month
170,话,0.001240631,0.524298203,hua4,dialect/language/spoken words/speech/talk/words/conversation/what someone said
171,合,0.001236548,0.525534751,ge3/he2,"one-tenth of a peck, Chinese musical note/fit/to join"
172,回,0.001236372,0.526771124,hui2,(a measure word for matters or actions) a time/to circle/to go back/to turn around/to answer/to return/to revolve/Islam
173,特,0.001235587,0.52800671,te2/te4,"special/unusual/extraordinary, male animal/special (-ly)"
174,代,0.001197567,0.529204277,dai4,substitute/replace/generation/dynasty/geological era/era/age/period
175,内,0.001195484,0.530399762,nei4,inside/inner/internal/within/interior
176,信,0.001189887,0.531589649,xin4,letter/true/to believe/sign/evidence
177,表,0.001171903,0.532761552,biao3,surface/exterior/to watch/to show/express/an example/a list or table/a meter/a watch/chart/external
178,化,0.001161366,0.533922918,hua4,to make into/to change into/-ization/to ... -ize/to transform
179,老,0.001152689,0.535075608,lao3,(a prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family to indicate affection or familiarity)/old (of people)
180,给,0.001125636,0.536201243,gei3/ji3,"to/for/for the benefit of/to give/to allow/to do sth (for sb)/(passive particle), to supply/provide"
181,世,0.001111036,0.537312279,shi4,life/age/generation/era/world/lifetime
182,位,0.001111,0.53842328,wei4,position/location/(measure word for persons)/place/seat
183,次,0.001110349,0.539533629,ci4,nth/number (of times)/order/sequence/next/second(ary)/(measure word)
184,度,0.001107863,0.540641492,du4,capacity/degree/standard
185,门,0.001099559,0.541741051,men2,opening/door/gate/doorway/gateway/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)
186,任,0.001098091,0.542839141,ren4,to assign/to appoint/office/responsibility
187,常,0.001097181,0.543936323,chang2,always/ever/often/frequently/common/general/constant
188,先,0.001088494,0.545024817,xian1,early/prior/former/in advance/first
189,海,0.001081642,0.546106459,hai3,ocean/sea
190,通,0.001080319,0.547186777,tong1,go through/know well/to connect/to communicate/open
191,教,0.001079435,0.548266212,jiao1/jiao4,"teach, religion/teaching"
192,儿,0.001074019,0.549340231,er2/er,"son, non-syllabic dimi. suff."
193,原,0.001072737,0.550412969,yuan2,former/original/primary/raw/level/cause/source
194,东,0.001065807,0.551478776,dong1,east
195,声,0.001065006,0.552543782,sheng1,"sound/voice/(a measure word, used for sounds)/tone/noise"
196,提,0.001060231,0.553604014,di1/ti2,"carry (suspended), to carry/to lift/to put forward/(upwards character stroke)/lifting (brush stroke in painting)/to mention"
197,立,0.001059332,0.554663346,li4,set up/to stand
198,及,0.001047374,0.555710719,ji2,to reach/and
199,比,0.001036904,0.556747623,bi3/bi4,"(particle used for comparison and ""-er than"")/to compare/to contrast/to gesture (with hands)/ratio, associate with/be near"
200,员,0.001034692,0.557782314,yuan2,person/employee/member
201,解,0.001034035,0.55881635,jie3/jie4/xie4,"to separate/to divide/to break up/to loosen/to explain/to untie/to emancipate, transport under guard, (surname)"
202,水,0.001028056,0.559844406,shui3,water/river
203,名,0.00102572,0.560870126,ming2,name/(measure word for persons)/place (e.g. among winners)
204,真,0.001025384,0.561895511,zhen1,real/true/genuine
205,论,0.001018919,0.56291443,lun2/lun4,"the Analects (of Confucius), by the/per/discuss/theory/to talk (about)/to discuss"
206,处,0.001003788,0.563918218,chu3/chu4,"to reside/to live/to dwell/to be in/to stay/get along with/to be in a position of/deal with, a place/location/spot/point/office/department/bureau/respect"
207,走,0.001000594,0.564918812,zou3,to walk/to go/to move
208,义,0.001000015,0.565918828,yi4,justice/righteousness/meaning
209,各,0.000999643,0.566918471,ge4,each/every
210,入,0.000994465,0.567912936,ru4,to enter
211,几,0.000994062,0.568906998,ji1/ji3,"small table, almost, a few/how many, how much/how many/several/a few"
212,口,0.000991897,0.569898895,kou3,mouth/(a measure word)
213,认,0.000991535,0.57089043,ren4,to recognize/to know/to admit
214,条,0.000988507,0.571878936,tiao2,"measure word for long, thin things (i.e. ribbon, river, etc.)/a strip/item/article"
215,平,0.000988439,0.572867376,ping2,flat/level/equal/to make the same score/to tie/to draw/calm/peaceful
216,系,0.000985866,0.573853242,xi4,"be/connection/relation/tie up/bind, be/system/to tie/department/faculty, connect/to tie"
217,气,0.000985442,0.574838684,qi4,"air/anger/gas, gas/air/smell/weather/vital breath/to make sb. angry/to get angry/to be enraged"
218,题,0.000981483,0.575820167,ti2,topic/subject/to inscribe/to superscribe
219,活,0.000981251,0.576801418,huo2,to live/alive/living/work/workmanship
220,尔,0.000980781,0.577782199,er3,thus/so/like that/you/thou
221,更,0.000968342,0.57875054,geng1/geng4,"to change, more/even more/further/still/still more"
222,别,0.000964497,0.579715037,bie2/bie4,"leave/depart/separate/distinguish/classify/other/another/do not/must not/to pin, contrary/difficult/awkward"
223,打,0.000961975,0.580677012,da2/da3,"dozen, beat/strike/break/mix up/build/fight/fetch/make/tie up/issue/shoot/calculate/since/from"
224,女,0.000957024,0.581634036,nu:3/nv3,female/woman
225,变,0.000956678,0.582590714,bian4,to change/to become different/to transform/to vary/rebellion
226,四,0.000955401,0.583546115,si4,four/4
227,神,0.000953748,0.584499863,shen2,God/unusual/mysterious/soul/spirit/divine essence/lively/spiritual being
228,总,0.000953314,0.585453176,zong3,always/to assemble/gather/total/overall/head/chief/general/in every case
229,何,0.000952616,0.586405792,he2,carry/what/how/why/which
230,电,0.000950027,0.587355819,dian4,electric/electricity/electrical
231,数,0.000947329,0.588303148,shu3/shu4/shuo4,"to count, number/figure/to count/to calculate/several, frequently/repeatedly"
232,安,0.000946802,0.58924995,an1,content/calm/still/quiet/to pacify/peace
233,少,0.00094581,0.59019576,shao3/shao4,"few/little/lack, young"
234,报,0.000942673,0.591138433,bao4,to announce/to inform/report/newspaper/recompense/revenge
235,才,0.000939128,0.592077561,cai2,"ability/talent/endowment/gift/an expert/only (then)/only if/just, just/not until"
236,结,0.000938864,0.593016425,jie1/jie2,knot/sturdy/to bear (fruit)/bond/to tie/to bind
237,反,0.000937371,0.593953796,fan3,wrong side out or up/anti-
238,受,0.000935009,0.594888805,shou4,to bear/to stand/to endure/(passive marker)/to receive
239,目,0.000934487,0.595823292,mu4,eye/item/section/list/catalogue/table of contents/order (taxonomy)/goal/name/title
240,太,0.000932745,0.596756037,tai4,highest/greatest/too (much)/very/extremely
241,量,0.000930255,0.597686292,liang2/liang4,"to measure, capacity/quantity/amount/to estimate"
242,再,0.000928182,0.598614474,zai4,again/once more/re-/second/another
243,感,0.000921857,0.599536331,gan3,to feel/to move/to touch/to affect
244,建,0.000921371,0.600457702,jian4,to establish/to found/to set up/to build/to construct
245,务,0.000909981,0.601367683,wu4,affair/business/matter
246,做,0.000907371,0.602275055,zuo4,to do/to make/to produce
247,接,0.000906818,0.603181873,jie1,to extend/to connect/to receive/to join
248,必,0.000904183,0.604086056,bi4,certainly/must/will/necessarily
249,场,0.000897304,0.60498336,chang3,"a courtyard/open space/place/field/a measure word/(a measure word, used for sport or recreation)"
250,件,0.000893496,0.605876856,jian4,"a measure word for thing, clothes, item"
251,计,0.000888607,0.606765463,ji4,to calculate/to compute/to count/reckon/ruse/to plan
252,管,0.00088239,0.607647853,guan3,to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe
253,期,0.000877532,0.608525385,qi1,"a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope"
254,市,0.000876064,0.609401449,shi4,market/city
255,直,0.000875636,0.610277085,zhi2,straight/vertical/frank/directly/straightly/upright
256,德,0.000872938,0.611150023,de2,Germany/virtue/goodness/morality/ethics/kindness/favor/character/kind
257,资,0.000872798,0.612022821,zi1,resources/capital/to provide/to supply/to support/money/expense
258,命,0.000870049,0.61289287,ming4,life/fate
259,山,0.000868933,0.613761803,shan1,mountain/hill
260,金,0.000867744,0.614629547,jin1,metal/money/gold
261,指,0.000862334,0.615491881,zhi3,finger/to point/to direct/to indicate
262,克,0.000858091,0.616349972,ke4,"gram/subdue/to restrain/to overcome, subdue"
263,许,0.000858039,0.617208011,xu3,to allow/to permit/to praise/(surname)
264,统,0.000856933,0.618064944,tong3,to gather/to unite/to unify/whole
265,区,0.000851533,0.618916476,ou1/qu1,"Ou (surname), area/region/district/small/distinguish"
266,保,0.000849719,0.619766195,bao3,to defend/to protect/to insure or guarantee/to maintain/hold or keep/to guard
267,至,0.000845367,0.620611563,zhi4,arrive/most/to/until
268,队,0.000842039,0.621453602,dui4,squadron/team/group
269,形,0.000837445,0.622291047,xing2,to appear/to look/form/shape
270,社,0.000824412,0.623115459,she4,society/group
271,便,0.000824164,0.623939623,bian4/pian2,"ordinary/plain/convenient/handy/easy/then/so/thus/to relieve oneself, advantageous/cheap"
272,空,0.000819306,0.624758929,kong1/kong4,"air/sky/empty/in vain, emptied/leisure"
273,决,0.000816309,0.625575237,jue2,breach (a dyke)/to decide/to determine
274,治,0.000810857,0.626386094,zhi4,to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal
275,展,0.000810107,0.627196201,zhan3,to use/to spread out/to postpone/to unfold
276,马,0.000805007,0.628001208,ma3,horse/horse chess piece/Surname
277,科,0.000804893,0.628806101,ke1,"branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes, etc.)/to fine somebody"
278,司,0.0008022,0.629608301,si1,company/control
279,五,0.000797482,0.630405783,wu3,five/5
280,基,0.000793069,0.631198852,ji1,base/foundation/basic/radical (chem.)
281,眼,0.000785922,0.631984774,yan3,eye
282,书,0.00078219,0.632766964,shu1,book/letter
283,非,0.000774738,0.633541702,fei1,non-/not-/un-
284,则,0.000770227,0.634311929,ze2,(expresses contrast with a previous sentence or clause)/standard/norm/rule/to imitate/to follow/then/principle
285,听,0.000769948,0.635081877,ting1/ting4,"listen/hear/obey, let/allow"
286,白,0.000768604,0.635850481,bai2,white/snowy/empty/blank/bright/clear/plain/pure/gratuitous
287,却,0.000768351,0.636618832,que4,but/yet/however/while/to go back/to decline/to retreat/nevertheless
288,界,0.000767106,0.637385938,jie4,boundary/scope/extent/circles/group/kingdom (taxonomy)
289,达,0.000764361,0.638150299,da2,attain/pass through/achieve/reach/realize/clear/inform/notify/dignity
290,光,0.000762976,0.638913276,guang1,light/ray/bright
291,放,0.000762775,0.639676051,fang4,to release/to free/to let go/to put/to place/to let out
292,强,0.000757943,0.640433993,qiang2,strength/force/power/powerful/better
293,即,0.000756878,0.641190872,ji2,namely/right away/to approach/to draw near
294,像,0.000750842,0.641941714,xiang4,(look) like/similar (to)/appearance/to appear/to seem/image/portrait/resemble/seem
295,难,0.000747256,0.64268897,nan2/nan4,"difficult (to...)/problem/difficulty/difficult/not good, disaster/distress/to scold"
296,且,0.000747256,0.643436226,qie3,further/moreover
297,权,0.000746786,0.644183011,quan2,authority/power/right
298,思,0.00074677,0.644929781,si1,to think/to consider
299,王,0.000743902,0.645673683,wang2,king/Wang (proper name)
300,象,0.000741344,0.646415027,xiang4,shape/form/appearance/elephant/image under a map (math.)
301,完,0.000739623,0.64715465,wan2,to finish/to be over/whole/complete/entire
302,设,0.000737669,0.647892319,she4,to set up/to arrange/to establish/to found/to display
303,式,0.000735344,0.648627663,shi4,type/form/pattern/style
304,色,0.000735029,0.649362692,se4/shai3,"color/look/appearance, color/dice"
305,路,0.000732863,0.650095555,lu4,(surname)/road/path/way
306,记,0.00072092,0.650816476,ji4,to remember/to note/mark/sign/to record
307,南,0.000718734,0.65153521,nan2,south
308,品,0.000715892,0.652251102,pin3,conduct/grade/thing/product/good
309,住,0.000715763,0.652966865,zhu4,to live/to dwell/to reside/to stop
310,告,0.000714636,0.653681501,gao4,to tell/to inform/to say
311,类,0.00071461,0.654396112,lei4,kind/type/class/category/similar/like/to resemble
312,求,0.00071428,0.655110392,qiu2,to seek/to look for/to request/to demand/to beseech
313,据,0.000713112,0.655823503,ju1/ju4,"sickness of hand, act in accordance with/seize, according to/to act in accordance with/to depend on/to seize/to occupy"
314,程,0.000707799,0.656531303,cheng2,rule/order/regulations/formula/journey/procedure/sequence/a surname
315,北,0.00070768,0.657238983,bei3,north
316,边,0.000704259,0.657943242,bian1,side/edge/margin/border/boundary
317,死,0.00070383,0.658647073,si3,to die/inpassable/uncrossable/inflexible/rigid
318,张,0.000703277,0.65935035,zhang1,(a measure word)/(a surname)/open up
319,该,0.000703102,0.660053452,gai1,that/the above-mentioned/most likely/to deserve/should/ought to/owe
320,交,0.000701417,0.660754869,jiao1,to deliver/to turn over/to make friends/to intersect (lines)/to pay (money)
321,规,0.000695221,0.661450089,gui1,compass/rule
322,万,0.000693629,0.662143718,wan4,Wan (surname)/ten thousand/a great number
323,取,0.000693019,0.662836738,qu3,to take/to get/to choose/to fetch
324,拉,0.000692756,0.663529493,la1,to pull/to play (string instruments)/to drag/to draw
325,格,0.00069242,0.664221913,ge2,frame/rule
326,望,0.000688074,0.664909987,wang4,hope/expect/to visit/to gaze (into the distance)/look towards/towards
327,觉,0.000682368,0.665592355,jiao4/jue2,"a nap/a sleep, feel/find that/thinking/awake/aware"
328,术,0.000680265,0.66627262,shu4/zhu2,"method/technique, Atractylis lancea var. ovata"
