69,子,0.002637,0.24942,"シ, ツ, -こ, ね, い, ぎ, け",child
70,内,0.00263,0.25205,"ナイ, うち, いと, ち","inside, within, between, among, house, home"
71,発,0.00262,0.25467,"ハツ, た.つ, おこ.る, はな.つ, ば","discharge, departure, publish, emit, start from, disclose"
72,京,0.0026,0.25727,"キョウ, キン, たか","capital, 10**16"
73,行,0.002571,0.259841,"コウ, アン, ゆ.く, -ゆき, -いき, おこ.なう, いく, なめ, ゆき","going, journey"
74,手,0.002554,0.262395,"シュ, て, -て",hand
75,分,0.002514,0.264909,"ブン, ブ, わ.け, わ.かる, いた","part, minute of time, segment, share, degree, one's lot, duty, understand, know, rate, 1%, chances, shaku/10"
76,開,0.002487,0.267396,"カイ, ひら.き, ひら.ける, あ.ける, はる","open, unfold, unseal"
77,入,0.002483,0.269879,"ニュウ, い.る, -い.り, -い.れ, はま.る, いり, に, りり","enter, insert"
78,選,0.002461,0.27234,セン,"elect, select, choose, prefer"
79,野,0.002447,0.274787,"ヤ, の, ずけ, ぬ","plains, field, rustic, civilian life"
80,長,0.002437,0.277224,"チョウ, おさ, お, たかし, な, ひさ","long, leader"
81,前,0.002422,0.279646,"ゼン, -まえ, さき, まい","in front, before"
82,学,0.002385,0.282031,"ガク, たか","study, learning, science"
83,間,0.002382,0.284413,"カン, あいだ, あい","interval, space"
84,連,0.00235,0.286763,"レン, つら.ねる, -づ.れ, ずれ, むらじ","take along, lead, join, connect, party, gang, clique"
85,最,0.002332,0.289095,"サイ, もっと.も, も","utmost, most, extreme"
86,自,0.002328,0.291423,"ジ, みずか.ら, おの.ずと, より",oneself
87,気,0.002316,0.293739,"キ, いき","spirit, mind"
88,今,0.002294,0.296033,"コン, いま, な",now
89,市,0.002278,0.298311,"シ, い","market, city, town"
90,育,0.002217,0.300528,"イク, そだ.ち, はぐく.む, やす","bring up, grow up, raise, rear"
91,関,0.00216,0.302688,"カン, -ぜき, からくり","connection, barrier, gateway, involve, concerning"
92,場,0.002159,0.304847,"ジョウ, ば","location, place"
93,紙,0.002132,0.306979,シ,paper
94,来,0.002102,0.309081,"ライ, く.る, きた.す, き.たる, こ, くり, ごろ","come, due, next, cause, become"
95,同,0.002101,0.311182,ドウ,"same, agree, equal"
96,公,0.002096,0.313278,"コウ, おおやけ, あきら, きみ, たか, とも, まさ","public, prince, official, governmental"
97,目,0.002089,0.315367,"モク, め, ま-, さかん, さっか","eye, class, look, insight, experience, care, favor"
98,都,0.002059,0.317426,"ト, みやこ, くに, ち, みや","metropolis, capital"
99,化,0.002046,0.319472,"カ, ば.ける, ふ.ける","change, take the form of, influence, enchant, delude, -ization"
100,理,0.002037,0.321509,"リ, あや, さと, ただ, とおる, のり, まこと, まさし, みち","logic, arrangement, reason, justice, truth"
101,業,0.002037,0.323546,"ギョウ, わざ, なり","business, vocation, arts, performance"
102,回,0.002035,0.325581,"カイ, まわ.る, -まわ.り, -まわ.す, -まわ.し, か.える",#NAME?
103,定,0.002028,0.327609,"テイ, さだ.める, さだ.か, さた","determine, fix, establish, decide"
104,話,0.002014,0.329623,"ワ, はなし","tale, talk"
105,朝,0.002008,0.331631,"チョウ, あ, ささ, とも","morning, dynasty, regime, epoch, period, (North) Korea"
106,書,0.002008,0.333639,"ショ, -が.き, かき",write
107,後,0.002007,0.335646,"ゴ, のち, うしろ, おく.れる, こし, しい","behind, back, later"
108,世,0.002001,0.337647,"セイ, ソウ, さんじゅう, とし, ゆき","generation, world, society, public"
109,教,0.001991,0.339638,"キョウ, おそ.わる, のり","teach, faith, doctrine"
110,方,0.001977,0.341615,"ホウ, -かた, から, なた, まさ, も","direction, person, alternative"
111,金,0.001969,0.343584,"キン, ゴン, かな-, かん, こ, ん",gold
112,田,0.001958,0.345542,"デン, いなか, たん, とう","rice field, rice paddy"
113,部,0.001958,0.3475,"ブ, とり, ぺ","section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine"
114,北,0.001941,0.349441,"ホク, きら, ほっ",north
115,広,0.001937,0.351378,"コウ, ひろ.まる, ひろ.がる","wide, broad, spacious"
116,集,0.00193,0.353308,"シュウ, あつ.める, あつまり","gather, meet, congregate, swarm, flock"
117,法,0.001926,0.355234,"ホウ, ホッ, のり, ほ","method, law, rule, principle, model, system"
118,告,0.001923,0.357157,"コク, い","revelation, tell, inform, announce"
119,速,0.001922,0.359079,"ソク, はや-, すみ.やか, わ","quick, fast"
120,米,0.001909,0.360988,"ベイ, メエトル, よね, は, まべ, よ, よの","rice, USA"
121,題,0.001903,0.362891,ダイ,"topic, subject"
122,天,0.001901,0.364792,"テン, あめ, あき, た, て","heavens, sky, imperial"
123,戦,0.001898,0.36669,"セン, たたか.う, そよぐ, せ","war, battle, match"
124,知,0.001887,0.368577,"チ, し.らせる, さと, しり, とも","know, wisdom"
125,動,0.001884,0.370461,"ドウ, うご.かす, るぎ","move, motion, change, confusion, shift, shake"
126,海,0.001864,0.372325,"カイ, あ, うな, え, た, ひろし, まち, み, わたる","sea, ocean"
127,実,0.001862,0.374187,"ジツ, み, まこと, みの, じっ, ぐみ","reality, truth"
128,約,0.001845,0.376032,ヤク,"promise, approximately, shrink"
129,第,0.001845,0.377877,ダイ,"No., residence"
130,界,0.001839,0.379716,カイ,world
131,性,0.001838,0.381554,"セイ, さが","sex, gender, nature"
132,保,0.001835,0.383389,"ホ, たも.つ, う, ぶ, やす","protect, guarantee, keep, preserve, sustain, support"
133,立,0.001821,0.38521,"リツ, リットル, -た.つ, た.てる, た.て-, -た.て, -だ.てる, たち, たつ, つい",stand up
134,名,0.001811,0.387021,"メイ, な, と","name, noted, distinguished, reputation"
135,続,0.001806,0.388827,"ゾク, コウ, つづ.く, つぐ.ない, つぐ","continue, series, sequel"
136,画,0.001802,0.390629,"ガ, エ, えが.く, かぎ.る, はか.る","brush-stroke, picture"
137,明,0.001793,0.392422,"メイ, ミン, あか.るい, あか.らむ, あ.ける, あ.く, あ.かす, あきら, あす, け, さやか, はる, め","bright, light"
138,山,0.001784,0.394206,"サン, やま, さ, やん",mountain
139,住,0.001764,0.39597,"ジュウ, チュウ, す.まう, し, すみ","dwell, reside, live, inhabit"
140,民,0.001764,0.397734,"ミン, ひと","people, nation, subjects"
141,多,0.001755,0.399489,"タ, まさ.に","many, frequent, much"
142,込,0.00175,0.401239,"-こ.む, こ.み, こ.める, こみ","crowded, mixture, in bulk, included, (kokuji)"
143,検,0.001743,0.402982,ケン,"examination, investigate"
144,健,0.001741,0.404723,"ケン, かつ, たけし, とし, やすし","healthy, health, strength, persistence"
145,安,0.001739,0.406462,"アン, やす.まる, やす.らか, あ, あず, や","relax, cheap, low, quiet, rested, contented, peaceful"
146,代,0.001733,0.408195,"ダイ, か.わる, かわ.り, か.える, しろ, す","substitute, change, convert, replace, period, age, generation, charge, rate, fee"
147,球,0.001721,0.409916,"キュウ, く","ball, sphere"
148,対,0.001717,0.411633,"タイ, あいて, そろ.い, なら.ぶ, つし","vis-a-vis, opposite, even, equal, versus, anti-, compare"
149,重,0.001714,0.413347,"ジュウ, え, おも.り, かさ.ねる, おも, さね, しげる","heavy, heap up, pile up, nest of boxes, -fold"
150,体,0.001707,0.415054,"タイ, からだ, なり","body, substance, object, reality, counter for images"
151,車,0.001704,0.416758,"シャ, くら",car
152,家,0.001703,0.418461,"カ, いえ, うち, あり, く, べ","house, home"
153,再,0.001697,0.420158,"サイ, ふたた.び, ふた","again, twice, second time"
154,点,0.001696,0.421854,"テン, つ.く, さ.す, とも.す","spot, point, mark, speck, decimal point"
155,初,0.001685,0.423539,"ショ, はじ.めて, はつ-, -そ.める, し","first time, beginning"
156,活,0.001681,0.42522,"カツ, い.かす","lively, resuscitation, being helped, living"
157,小,0.001672,0.426892,"ショウ, こ-, さ-, いさら, さざ, ちいさ","little, small"
158,取,0.001672,0.428564,"シュ, と.り, とり, どる","take, fetch, take up"
159,売,0.001666,0.43023,"バイ, う.れる, うり, め",sell
160,調,0.001656,0.431886,"チョウ, しら.べ, ととの.える, ぎ","tune, tone, meter, key (music), writing style, prepare, exorcise, investigate"
161,強,0.001655,0.433541,"キョウ, つよ.い, つよ.める, こわ.い, すね",strong
162,特,0.001652,0.435193,トク,special
163,康,0.001642,0.436835,"コウ, かん, みち, やすし","ease, peace"
164,校,0.001638,0.438473,"コウ, めん","exam, school, printing, proof, correction"
165,勝,0.001637,0.44011,"ショウ, -が.ち, すぐ.れる, かち, よし","victory, win, prevail, excel"
166,通,0.001624,0.441734,"ツウ, とお.る, -とお.り, とお.す, -どお.し, とん, どおり","traffic, pass through, avenue, commute, counter for letters"
167,下,0.00162,0.443354,"カ, した, もと, さ.がる, くだ.り, -くだ.す, お.ろす, さか","below, down, descend, give, low, inferior"
168,用,0.001611,0.444965,"ヨウ, たから","utilize, business, service, use, employ"
169,女,0.001609,0.446574,"ジョ, ニョウ, め, おな, つき","woman, female"
170,決,0.001595,0.448169,"ケツ, -ぎ.め, さ.く","decide, fix, agree upon, appoint"
171,成,0.001589,0.449758,"セイ, な.る, -な.す, あき, しげ, たえ, なり, のり, まさ, り","turn into, become, get, grow, elapse, reach"
172,現,0.001586,0.451344,"ゲン, あらわ.す, あきら","present, existing, actual"
173,予,0.001586,0.45293,"ヨ, あらかじ.め","beforehand, previous, myself, I"
174,改,0.00157,0.4545,"カイ, あらた.まる","reformation, change, modify, mend, renew, examine, inspect, search"
175,道,0.00154,0.45604,"ドウ, みち, さ, ど","road-way, street, district, journey, course, moral, teachings"
176,容,0.001539,0.457579,"ヨウ, かた, まさ","contain, form, looks"
177,員,0.001531,0.45911,"イン, いな","employee, member, number, the one in charge"
178,愛,0.001527,0.460637,"アイ, あ, え, まな, めぐみ","love, affection, favourite"
179,物,0.001517,0.462154,"ブツ, もの","thing, object, matter"
180,案,0.001517,0.463671,アン,"plan, suggestion, draft, ponder, fear, proposition, idea, expectation, bill, worry"
181,力,0.001511,0.465182,"リョク, リイ, じから","power, strong, strain, bear up, exert"
182,氏,0.001508,0.46669,"シ, -うじ","family name, surname, clan"
183,平,0.001504,0.468194,"ヘイ, ヒョウ, -だいら, ひら-, たいら, はち, ひとし, へん","even, flat, peace"
184,相,0.0015,0.469694,"ソウ, あい-, あ, おう, さが","inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy"
185,職,0.001497,0.471191,"ショク, もと","post, employment, work"
186,当,0.001464,0.472655,"トウ, あ.たり, あ.て, まさ.にべし, たい","hit, right, appropriate, himself"
187,的,0.00146,0.474115,"テキ, いくは","bull's eye, mark, target, object, adjective ending"
188,川,0.001454,0.475569,"セン, か, さわ, さんぼんがわ","stream, river"
189,申,0.001452,0.477021,"シン, もう.し-","speaketh, have the honor to"
190,県,0.001448,0.478469,"ケン, あがた",prefecture
191,護,0.001439,0.479908,"ゴ, もり","safeguard, protect"
192,件,0.001437,0.481345,ケン,"affair, case, matter, item"
193,議,0.001422,0.482767,"ギ, かた","deliberation, consultation, debate, consideration"
194,外,0.00142,0.484187,"ガイ, そと, はず.す, と-, うい, ふか",outside
195,主,0.001415,0.485602,"シュ, シュウ, おも, かず, もん","lord, chief, master, main thing, principal"
196,注,0.00141,0.487012,"チュウ, さ.す","pour, irrigate, shed (tears), flow into, concentrate on, notes, comment, annotate"
197,南,0.001406,0.488418,"ナン, みなみ, なみ, みな",south
198,展,0.001403,0.489821,"テン, のぶ, ひろ","unfold, expand"
199,不,0.001388,0.491209,フ,"negative, non-, bad, ugly, clumsy"
200,期,0.00138,0.492589,キ,"period, time, date, term"
201,旅,0.001367,0.493956,リョ,"trip, travel"
202,加,0.001355,0.495311,"カ, くわ.わる","add, addition, increase, join, include, Canada"
203,度,0.001324,0.496635,"ド, タク, -た.い, のり","degrees, occurrence, time, counter for occurrences"
204,試,0.001324,0.497959,"シ, ため.す","test, try, attempt, experiment, ordeal"
205,所,0.001318,0.499277,"ショ, -ところ, とこ, せ",place
206,万,0.001318,0.500595,"マン, よろず, かず, ゆる",ten thousand
207,賞,0.001316,0.501911,ショウ,"prize, reward, praise"
208,元,0.001315,0.503226,"ゲン, もと, ちか, はる, よし","beginning, former time, origin"
209,円,0.001313,0.504539,"エン, まる, まど.か, つぶら, まどか","circle, yen, round"
210,正,0.001311,0.50585,"セイ, ただ.しい, まさ, おお, ま, ただし","correct, justice, righteous, 10**40"
211,索,0.001307,0.507157,サク,"cord, rope"
212,指,0.001303,0.50846,"シ, さ.す, い, さし","finger, point to, indicate, put into, play (chess), measure (ruler)"
213,木,0.001292,0.509752,"ボク, き, ぐ, もと","tree, wood"
214,条,0.001282,0.511034,"ジョウ, デキ, すじ","article, clause, item, stripe, streak"
215,府,0.00128,0.512314,"フ, い, お","borough, urban prefecture, govt office, representative body, storehouse"
216,観,0.001266,0.51358,"カン, しめ.す","outlook, look, appearance, condition, view"
217,身,0.001265,0.514845,シン,"somebody, person, one's station in life"
218,数,0.001256,0.516101,"スウ, サク, シュ, かぞ.える, せ.める, じゅ","number, strength, fate, law, figures"
219,原,0.001254,0.517355,"ゲン, た, ら, わら","meadow, original, primitive, field, plain, prairie, tundra, wilderness"
220,格,0.001253,0.518608,"カク, キャク, いたる","status, rank, capacity, character, case (law, grammar)"
221,将,0.001253,0.519861,"ショウ, まさ.に, まさ, もって, かつ, すすむ, ゆき","leader, commander, general, admiral, or, and again, soon, from now on, just about"
222,視,0.00125,0.521111,"シ, とも","inspection, regard as, see, look at"
223,組,0.001245,0.522356,"ソ, くみ","association, braid, plait, construct, assemble, unite, cooperate, grapple"
224,機,0.001242,0.523598,キ,"mechanism, opportunity, occasion, machine, airplane"
225,受,0.001241,0.524839,"ジュ, -う.け, じょ","accept, undergo, answer (phone), take, get, catch, receive"
226,負,0.00124,0.526079,"フ, ま.かす","defeat, negative, -, minus, bear, owe, assume a responsibility"
227,刊,0.001237,0.527316,カン,"publish, carve, engrave"
228,先,0.001237,0.528553,"セン, ま.ず, ぽん","before, ahead, previous, future, precedence"
229,医,0.001233,0.529786,"イ, い.する","doctor, medicine"
230,囲,0.001231,0.531017,"イ, かこ.う","surround, besiege, store, paling, enclosure, encircle, preserve, keep"
231,録,0.00123,0.532247,ロク,record
232,線,0.001215,0.533462,セン,"line, track"
233,並,0.001214,0.534676,"ヘイ, な.み, なら.ぶ, なび","row, and, besides, as well as, line up, rank with, rival, equal"
234,購,0.00121,0.535886,コウ,"subscription, buy"
235,演,0.001206,0.537092,エン,"performance, act, play, render, stage"
236,以,0.001205,0.538297,"イ, もち","by means of, because, in view of, compared with"
237,三,0.001205,0.539502,"サン, み, みっ.つ, か, さい, さぶ, ざえ, そう, ただ, みん, や",three
238,団,0.001204,0.540706,"ダン, かたまり","group, association"
239,査,0.001204,0.54191,サ,investigate
240,務,0.001201,0.543111,"ム, つかさ","task, duties"
241,設,0.0012,0.544311,"セツ, した","establishment, provision, prepare"
242,備,0.001194,0.545505,"ビ, そな.わる, びっ","equip, provision, preparation"
243,町,0.001193,0.546698,チョウ,"village, town, block, street"
244,座,0.001193,0.547891,ザ,"squat, seat, cushion, gathering, sit"
245,信,0.001192,0.549083,"シン, し, しな, しぶ, のび, まこと","faith, truth, fidelity, trust"
246,打,0.001189,0.550272,"ダ, う.つ, うち","strike, hit, knock, pound, dozen"
247,講,0.001187,0.551459,コウ,"lecture, club, association"
248,任,0.001182,0.552641,"ニン, まか.す, さ, ひで","responsibility, duty, term, entrust to, appoint"
249,細,0.001181,0.553822,"サイ, ほそ.る, こま.かい","dainty, get thin, taper, slender, narrow"
250,近,0.00118,0.555002,"キン, ちか.い, おう, この","near, early, akin, tantamount"
251,和,0.001179,0.556181,"ワ, カ, やわ.らげる, なご.やか, あい, かず, かつり, たけ, とも, にぎ, やす, より, わっ","harmony, Japanese style, peace, soften, Japan"
252,楽,0.001165,0.557346,"ガク, ゴウ, たの.しむ, さ, やす","music, comfort, ease"
253,式,0.001156,0.558502,"シキ, のり","style, ceremony, rite, fn, method, system, form, expr"
254,村,0.001152,0.559654,"ソン, え, ら","town, village"
255,辞,0.001152,0.560806,ジ,"resign, word, term, expression"
256,進,0.001151,0.561957,"シン, すす.める, のぶ","advance, proceed, progress, promote"
257,持,0.001145,0.563102,"ジ, -も.ち, もち","hold, have"
258,島,0.001141,0.564243,トウ,island
259,支,0.00114,0.565383,"シ, つか.える, しんよう","branch, support, sustain"
260,言,0.001138,0.566521,"ゲン, い.う, とき",say
261,周,0.001131,0.567652,"シュウ, あまね, す, のり, びび","circumference, circuit, lap"
262,制,0.001128,0.56878,セイ,"system, law, rule"
263,感,0.001124,0.569904,カン,"emotion, feeling, sensation"
264,心,0.00112,0.571024,"シン, -ごころ, りっしんべん","heart, mind, spirit"
265,企,0.00112,0.572144,キ,"undertake, scheme, design, attempt, plan"
266,由,0.001119,0.573263,"ユ, ユイ, よ.る","wherefore, a reason"
267,就,0.001118,0.574381,"シュウ, つ.く, たか","concerning, settle, take position, depart, study, per"
268,未,0.001117,0.575498,"ミ, いま.だ, ひつじ","un-, not yet, hitherto, still, even now"
269,詳,0.001114,0.576612,"ショウ, つまび.らか, よし","detailed, full, minute, accurate, well-informed"
270,台,0.001107,0.577719,"ダイ, うてな, つかさ","pedestal, a stand, counter for machines and vehicles"
271,結,0.001098,0.578817,"ケツ, むす.ぶ, ゆ.わえる, ゆい","tie, bind, contract, join, organize, do up hair, fasten"
272,産,0.001098,0.579915,"サン, う.まれる, む.す, もと","products, bear, give birth, yield, childbirth, native, property"
273,向,0.001093,0.581008,"コウ, む.い, む.ける, む.かう, む.こう, むこ, こお, な, むかい","yonder, facing, beyond, confront, defy, tend toward, approach"
274,棋,0.001088,0.582096,キ,"chess piece, Japanese chess, shogi"
275,携,0.001075,0.583171,"ケイ, たずさ.わる","portable, carry (in hand), armed with, bring along"
276,夜,0.001074,0.584245,"ヤ, よる","night, evening"
277,次,0.001068,0.585313,"ジ, つ.ぐ, き, つぐ","next, order, sequence"
278,量,0.001064,0.586377,"リョウ, かず","quantity, measure, weight, amount"
279,型,0.001062,0.587439,"ケイ, -がた","mould, type, model"
280,碁,0.001061,0.5885,ゴ,Go
281,別,0.001061,0.589561,"ベツ, わ.ける, べっ","separate, branch off, diverge, fork, another, extra, specially"
282,帯,0.001059,0.59062,"タイ, おび, たて","sash, belt, obi, zone, region"
283,優,0.001058,0.591678,"ユウ, やさ.しい, まさ.る, ゆ","tenderness, excel, surpass, actor, superiority, gentleness"
284,示,0.001053,0.592731,"ジ, しめ.す","show, indicate, point out, express, display"
285,交,0.001053,0.593784,"コウ, まじ.える, まじ.る, ま.ぜる, か.わす, こもごも, かた","mingle, mixing, association, coming & going"
286,景,0.001052,0.594836,"ケイ, かげ","scenery, view"
287,整,0.001051,0.595887,"セイ, ととの.う, ひとし","organize, arranging, tune, tone, meter, key (music)"
288,果,0.001048,0.596935,"カ, はた.す, は.てる, は.て, み","fruit, reward, carry out, achieve, complete, end, finish, succeed"
289,引,0.001045,0.59798,"イン, ひ.き, -び.き, いな, ひけ","pull, tug, jerk, admit, install, quote, refer to"
290,渡,0.001044,0.599024,"ト, -わた.る, お, わたな, わたり","transit, ford, ferry, cross, import, deliver, diameter, migrate"
291,歩,0.001044,0.600068,"ホ, フ, あゆ.む, あ, ゆみ",walk
292,江,0.00104,0.601108,"コウ, くん, み","creek, inlet, bay"
293,利,0.00104,0.602148,"リ, かが, とし, み","profit, advantage, benefit"
294,極,0.001032,0.60318,"キョク, きわ.める, きわ.まり, き.める, き.まる","poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48"
295,択,0.001028,0.604208,タク,"choose, select, elect, prefer"
296,計,0.001027,0.605235,"ケイ, はか.らう, え, け","plot, plan, scheme, measure"
297,井,0.001027,0.606262,"セイ, い, いの, ひ",well
298,水,0.001026,0.607288,"スイ, みず-, うず, つ, み, みつ, みん",water
299,直,0.001025,0.608313,"チョク, ジカ, なお.す, なお.る, す.ぐ, すぐ, のう","straightaway, honesty, frankness, fix, repair"
300,料,0.001023,0.609336,リョウ,"fee, materials"
301,始,0.001011,0.610347,"シ, -はじ.める, もと","commence, begin"
302,品,0.001009,0.611356,"ヒン, しな","goods, refinement, dignity, article, counter for meal courses"
303,況,0.001008,0.612364,"キョウ, いわ.んや","condition, situation"
304,得,0.001007,0.613371,"トク, う.る, あつ","gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit"
305,解,0.001005,0.614376,"カイ, と.く, と.ける, ほど.ける, さと.る, さとる","unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute"
306,説,0.001004,0.61538,"セツ, と.く, さとし","rumor, opinion, theory"
307,神,0.001003,0.616383,"シン, かみ, こう-, か, かな, くま, こは, み","gods, mind, soul"
308,辺,0.001,0.617383,"ヘン, ほと.り, なべ","environs, boundary, border, vicinity, (kokuji)"
309,軽,0.000992,0.618375,"ケイ, かろ.やか","lightly, trifling, unimportant"
310,口,0.000989,0.619364,"コウ, くち",mouth
311,付,0.000985,0.620349,"フ, -つ.ける, つ.け, -つ.け, -づけ, -づ.く, -つ.き, -づ.き, つけ","adhere, attach, refer to, append"
312,思,0.000984,0.621333,"シ, おもえら.く",think
313,在,0.000981,0.622314,"ザイ, あり","exist, outskirts, suburbs, located in"
314,終,0.000979,0.623293,"シュウ, -お.わる, お.える, つい.に, ばて","end, finish"
